Latitude,Longitude,Elevation
46.97310000,-2.23950000,3.0
46.97303000,-2.23946000,2.0
46.97296000,-2.23942000,2.0
46.97290000,-2.23939000,2.0
46.97283000,-2.23936000,2.0
46.97276000,-2.23933000,1.0
46.97269000,-2.23931000,1.0
46.97262000,-2.23929000,1.0
46.97255000,-2.23927000,1.0
46.97248000,-2.23925000,1.0
46.97241000,-2.23923000,1.0
46.97233000,-2.23921000,1.0
46.97226000,-2.23920000,1.0
46.97219000,-2.23918000,1.0
46.97212000,-2.23916000,1.0
46.97204000,-2.23914000,1.0
46.97197000,-2.23912000,1.0
46.97190000,-2.23910000,1.0
46.97183000,-2.23909000,1.0
46.97176000,-2.23907000,1.0
46.97168000,-2.23905000,1.0
46.97161000,-2.23903000,2.0
46.97154000,-2.23902000,2.0
46.97147000,-2.23900000,2.0
46.97140000,-2.23899000,2.0
46.97133000,-2.23897000,2.0
46.97126000,-2.23895000,2.0
46.97119000,-2.23894000,2.0
46.97112000,-2.23892000,2.0
46.97104000,-2.23890000,2.0
46.97097000,-2.23889000,2.0
46.97090000,-2.23887000,2.0
46.97084000,-2.23886000,2.0
46.97077000,-2.23885000,3.0
46.97071000,-2.23885000,3.0
46.97064000,-2.23885000,3.0
46.97058000,-2.23887000,3.0
46.97052000,-2.23889000,3.0
46.97046000,-2.23894000,3.0
46.97041000,-2.23899000,3.0
46.97035000,-2.23905000,3.0
46.97030000,-2.23910000,3.0
46.97024000,-2.23915000,2.0
46.97019000,-2.23920000,3.0
46.97014000,-2.23926000,3.0
46.97009000,-2.23932000,3.0
46.97004000,-2.23936000,3.0
46.96998000,-2.23940000,3.0
46.96992000,-2.23942000,3.0
46.96986000,-2.23943000,3.0
46.96981000,-2.23944000,3.0
46.96975000,-2.23943000,3.0
46.96970000,-2.23942000,3.0
46.96965000,-2.23939000,4.0
46.96961000,-2.23935000,4.0
46.96956000,-2.23932000,4.0
46.96952000,-2.23926000,4.0
46.96948000,-2.23919000,3.0
46.96946000,-2.23910000,3.0
46.96944000,-2.23899000,3.0
46.96943000,-2.23890000,3.0
46.96942000,-2.23884000,3.0
46.96941000,-2.23879000,3.0
46.96938000,-2.23877000,3.0
46.96938000,-2.23871000,3.0
46.96939000,-2.23866000,3.0
46.96939000,-2.23860000,3.0
46.96940000,-2.23852000,3.0
46.96940000,-2.23847000,3.0
46.96942000,-2.23844000,3.0
46.96944000,-2.23841000,3.0
46.96947000,-2.23837000,2.0
46.96950000,-2.23833000,2.0
46.96952000,-2.23828000,2.0
46.96955000,-2.23822000,2.0
46.96957000,-2.23816000,2.0
46.96958000,-2.23810000,2.0
46.96959000,-2.23803000,2.0
46.96959000,-2.23796000,2.0
46.96959000,-2.23789000,2.0
46.96958000,-2.23782000,2.0
46.96957000,-2.23775000,1.0
46.96955000,-2.23768000,1.0
46.96953000,-2.23761000,1.0
46.96950000,-2.23755000,1.0
46.96947000,-2.23750000,1.0
46.96945000,-2.23743000,1.0
46.96943000,-2.23736000,1.0
46.96942000,-2.23728000,1.0
46.96941000,-2.23720000,1.0
46.96941000,-2.23711000,1.0
46.96941000,-2.23704000,1.0
46.96941000,-2.23696000,1.0
46.96941000,-2.23689000,1.0
46.96941000,-2.23680000,1.0
46.96941000,-2.23671000,1.0
46.96941000,-2.23663000,1.0
46.96942000,-2.23654000,1.0
46.96942000,-2.23644000,1.0
46.96943000,-2.23635000,2.0
46.96944000,-2.23626000,2.0
46.96945000,-2.23616000,2.0
46.96947000,-2.23606000,2.0
46.96948000,-2.23597000,2.0
46.96949000,-2.23587000,2.0
46.96950000,-2.23576000,2.0
46.96952000,-2.23567000,2.0
46.96953000,-2.23557000,2.0
46.96954000,-2.23548000,2.0
46.96955000,-2.23538000,2.0
46.96956000,-2.23528000,2.0
46.96957000,-2.23518000,2.0
46.96957000,-2.23508000,2.0
46.96958000,-2.23498000,2.0
46.96958000,-2.23489000,2.0
46.96959000,-2.23479000,2.0
46.96960000,-2.23469000,2.0
46.96961000,-2.23460000,2.0
46.96961000,-2.23450000,2.0
46.96962000,-2.23441000,2.0
46.96963000,-2.23431000,2.0
46.96963000,-2.23422000,2.0
46.96964000,-2.23412000,2.0
46.96964000,-2.23402000,2.0
46.96964000,-2.23393000,2.0
46.96964000,-2.23384000,2.0
46.96962000,-2.23374000,2.0
46.96961000,-2.23366000,2.0
46.96960000,-2.23356000,2.0
46.96960000,-2.23347000,2.0
46.96960000,-2.23337000,3.0
46.96960000,-2.23326000,3.0
46.96961000,-2.23316000,3.0
46.96962000,-2.23307000,3.0
46.96963000,-2.23297000,3.0
46.96964000,-2.23287000,3.0
46.96965000,-2.23277000,3.0
46.96965000,-2.23266000,3.0
46.96966000,-2.23257000,3.0
46.96967000,-2.23247000,3.0
46.96967000,-2.23237000,3.0
46.96968000,-2.23227000,3.0
46.96968000,-2.23217000,4.0
46.96969000,-2.23207000,4.0
46.96970000,-2.23197000,4.0
46.96971000,-2.23187000,4.0
46.96971000,-2.23178000,4.0
46.96972000,-2.23168000,4.0
46.96973000,-2.23158000,3.0
46.96973000,-2.23148000,3.0
46.96974000,-2.23139000,3.0
46.96975000,-2.23130000,3.0
46.96976000,-2.23120000,3.0
46.96977000,-2.23111000,3.0
46.96978000,-2.23102000,3.0
46.96978000,-2.23092000,3.0
46.96979000,-2.23083000,3.0
46.96980000,-2.23074000,3.0
46.96980000,-2.23065000,3.0
46.96981000,-2.23057000,3.0
46.96981000,-2.23049000,3.0
46.96981000,-2.23042000,3.0
46.96981000,-2.23036000,2.0
46.96981000,-2.23031000,2.0
46.96982000,-2.23027000,2.0
46.96982000,-2.23022000,2.0
46.96982000,-2.23018000,2.0
46.96982000,-2.23014000,2.0
46.96983000,-2.23009000,2.0
